City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
381,humaita,90,AR,1544313600,72,-24.93,-65.37,68.0,3.62
382,methoni,88,GR,1544316818,100,36.82,21.7,61.51,21.07
383,vanimo,48,PG,1544316629,100,-2.67,141.3,81.94,12.35
384,cap malheureux,40,MU,1544313600,88,-19.98,57.61,77.0,10.29
385,half moon bay,1,US,1544316000,62,37.46,-122.43,62.06,4.7
386,mareeba,90,AU,1544315400,88,-16.99,145.42,75.2,9.17
387,grand gaube,40,MU,1544313600,88,-20.01,57.66,77.0,10.29
388,lucea,20,JM,1544313600,69,18.44,-78.17,82.4,3.36
389,harrismith,88,ZA,1544316820,99,-28.27,29.13,56.15,3.62
390,glodeni,90,MD,1544313600,95,47.77,27.5,32.0,4.97
391,aitape,36,PG,1544316550,90,-3.15,142.36,84.14,8.77
392,san felipe,0,CL,1544316821,59,-32.75,-70.73,55.93,1.61
393,launceston,40,AU,1544315400,60,-41.43,147.14,68.0,8.05
394,apac,68,UG,1544316822,100,1.98,32.53,65.96,8.99
395,longjiang,0,CN,1544316822,47,47.33,123.18,-16.12,5.64
396,reykjavik,90,IS,1544315400,69,64.15,-21.94,35.6,1.12
397,banyo,88,CM,1544316823,42,6.75,11.81,76.4,8.21
398,makakilo city,40,US,1544314860,78,21.35,-158.09,78.08,16.11
399,truro,92,GB,1544313000,71,50.26,-5.05,51.8,32.21
400,nuevo casas grandes,20,MX,1544316824,92,30.42,-107.91,46.61,2.28
401,senno,92,RU,1544313600,100,57.76,27.95,30.2,8.95
402,campoverde,0,IT,1544314800,75,41.54,12.73,44.6,1.12
403,baruun-urt,8,MN,1544316825,38,46.68,113.28,-27.15,3.51
404,gigante,75,CO,1544313600,58,2.39,-75.55,84.2,4.7
405,paragominas,80,BR,1544316826,92,-3.0,-47.35,76.04,5.19
406,niquero,0,CU,1544316826,99,20.04,-77.58,80.23,10.22
407,chuncheng,92,CN,1544316826,100,22.17,111.79,50.71,3.96
408,raudeberg,76,NO,1544314800,100,61.99,5.14,42.8,12.75
409,ocos,75,GT,1544312400,74,14.51,-92.19,82.4,7.43
410,tiznit,0,MA,1544316828,85,29.7,-9.73,57.73,2.39
411,nuuk,20,GL,1544313000,79,64.17,-51.74,19.4,10.29
412,barcelos,0,PT,1544313600,100,41.53,-8.62,48.2,2.24
413,murgab,75,TM,1544313600,93,37.5,61.97,48.2,4.7
414,lasa,75,CY,1544315400,82,34.92,32.53,55.4,8.05
415,lata,0,IN,1544316829,64,30.78,78.62,32.53,2.84
416,kibala,0,TD,1544313600,52,9.11,18.35,69.8,2.51
417,hit,0,IQ,1544316830,88,33.64,42.83,47.42,2.28
418,sambava,68,MG,1544316831,100,-14.27,50.17,77.44,12.46
419,madison,90,US,1544315700,73,43.07,-89.38,28.04,3.36
420,ahipara,0,NZ,1544316832,64,-35.17,173.16,69.88,15.48
421,brandon,1,US,1544314500,85,43.59,-96.57,23.0,6.93
422,carutapera,80,BR,1544316683,86,-1.2,-46.02,79.91,6.08
423,gourdon,75,FR,1544315400,93,44.74,1.38,53.6,11.41
424,lages,0,BR,1544316833,58,-27.82,-50.33,58.94,10.11
425,raipur,32,IN,1544313600,82,21.24,81.63,62.6,5.82
426,pisco,75,PE,1544313600,82,-13.71,-76.2,68.0,17.22
427,inzer,88,RU,1544316834,51,54.22,57.56,17.45,2.39
428,astoria,75,US,1544313300,79,46.19,-123.83,46.94,8.05
429,copiapo,0,CL,1544313600,72,-27.37,-70.33,62.6,12.75
430,gonzalez,8,CO,1544316835,80,8.39,-73.38,66.28,2.06
431,aklavik,75,CA,1544313600,77,68.22,-135.01,5.0,11.41
432,omboue,80,GA,1544316835,100,-1.57,9.26,78.43,3.85
433,general roca,20,AR,1544313600,25,-39.03,-67.58,73.4,13.87
434,saldanha,0,PT,1544316836,83,41.42,-6.55,29.96,2.62
435,sao raimundo das mangabeiras,32,BR,1544316836,97,-7.02,-45.48,71.59,2.51
436,valparaiso,1,US,1544315700,85,41.47,-87.06,23.0,1.83
437,jalu,0,LY,1544316837,80,29.03,21.55,44.63,2.95
438,falmouth,92,GB,1544313000,71,50.16,-5.07,51.8,32.21
439,aloleng,0,PH,1544316838,95,16.13,119.78,80.09,5.41
440,skelleftea,88,SE,1544314800,100,64.75,20.95,32.0,5.82
441,bilma,0,NE,1544316576,52,18.69,12.92,48.86,9.78
442,terme,20,TR,1544313000,86,41.21,36.97,33.8,4.7
443,takoradi,32,GH,1544316559,100,4.89,-1.75,81.26,7.76
444,muskegon,1,US,1544315820,85,43.23,-86.25,26.96,8.66
445,old town,90,CZ,1544313600,75,50.08,14.42,44.6,19.46
446,nosy varika,48,MG,1544316839,100,-20.58,48.53,73.97,5.41
447,calama,0,CL,1544313600,10,-22.46,-68.93,66.2,16.11
448,vanavara,76,RU,1544316840,62,60.35,102.28,-21.7,2.73
449,camacha,75,PT,1544313600,93,33.08,-16.33,66.2,16.11
450,latiano,40,IT,1544314800,71,40.55,17.72,53.6,18.34
451,maumere,12,ID,1544316841,100,-8.63,122.22,84.64,3.51
452,sayansk,24,RU,1544316841,76,54.11,102.18,-18.19,4.74
453,sioux lookout,5,CA,1544313600,78,50.1,-91.92,17.6,10.29
454,saint-georges,24,CA,1544316842,74,46.12,-70.67,-0.01,3.96
455,dawlatabad,68,AF,1544316842,94,36.41,64.91,44.59,5.19
456,prince rupert,90,CA,1544315700,66,54.32,-130.32,48.2,17.22
457,carolina,20,PR,1544313360,79,18.38,-65.96,78.08,5.82
458,zeya,48,RU,1544316843,55,53.74,127.27,-19.95,2.62
459,weligama,92,LK,1544316844,100,5.97,80.42,74.78,4.18
460,yerbogachen,48,RU,1544316844,65,61.28,108.01,-14.68,2.73
461,guerrero negro,0,MX,1544316639,63,27.97,-114.04,69.74,8.55
462,lahaina,40,US,1544315280,73,20.87,-156.68,82.04,36.91
463,vila,0,IT,1544314800,80,45.18,8.4,37.4,8.05
464,tollose,88,DK,1544314800,87,55.61,11.77,44.6,18.34
465,ambulu,88,ID,1544316846,100,-8.35,113.61,77.21,3.06
466,maribo,92,DK,1544316846,95,54.78,11.5,45.17,24.76
467,bowral,0,AU,1544316723,68,-34.48,150.42,79.78,2.95
468,tonkino,76,RU,1544316846,88,57.37,46.46,17.54,4.63
469,belmonte,0,PT,1544316559,77,40.36,-7.35,34.96,4.52
470,homer,75,US,1544313180,74,59.64,-151.54,32.0,12.75
471,qaqortoq,48,GL,1544313000,68,60.72,-46.03,30.2,11.41
472,marfino,90,RU,1544315400,85,56.07,37.56,24.8,8.95
473,gondar,75,PT,1544315400,93,41.82,-8.78,50.0,6.93
474,stepnogorsk,0,KZ,1544316848,67,52.35,71.88,-1.0,10.78
475,kieta,32,PG,1544316849,92,-6.22,155.63,84.73,4.41
476,mazamari,88,PE,1544316849,98,-11.33,-74.53,65.11,1.72
477,sainte-anne-des-monts,48,CA,1544316849,100,49.13,-66.49,15.83,14.92
478,capitanejo,20,CO,1544316850,78,6.53,-72.69,53.14,0.38
479,boyolangu,48,ID,1544316577,98,-8.09,111.9,74.11,4.18
480,dobryanka,90,RU,1544315400,92,58.45,56.42,24.8,2.24
481,ouadda,32,CF,1544316850,69,8.07,22.4,62.86,3.4
482,hervey bay,90,AU,1544313600,65,-25.3,152.85,78.8,17.22
483,estevan,1,CA,1544314500,92,49.14,-102.99,6.8,10.29
484,bijar,24,IR,1544316851,70,35.87,47.6,17.99,2.73
485,paka,0,HR,1544315400,82,45.29,18.06,33.8,5.82
486,khani,90,GE,1544315400,100,41.96,42.96,41.0,2.24
487,avera,90,US,1544315700,96,33.19,-82.53,44.6,11.41
488,ullapool,68,GB,1544316852,100,57.9,-5.16,45.26,15.82
489,thanh hoa,20,VN,1544315400,83,10.21,106.33,80.6,4.7
490,songjianghe,0,CN,1544316853,42,42.18,127.48,-15.22,3.74
491,shellbrook,75,CA,1544313600,78,53.22,-106.39,10.4,5.82
492,yazd,0,IR,1544313600,42,31.89,54.36,46.4,4.7
493,sisimiut,0,GL,1544316673,100,66.94,-53.67,-10.5,2.62
494,richards bay,92,ZA,1544316854,100,-28.77,32.06,68.26,10.0
495,micco,1,US,1544313360,73,27.85,-80.5,73.94,10.29
496,whitianga,0,NZ,1544316854,88,-36.83,175.7,68.98,3.74
497,kamloops,8,CA,1544316706,80,50.68,-120.34,12.73,2.17
498,navlya,92,RU,1544316854,91,52.83,34.5,25.78,14.03
499,pimentel,44,BR,1544316855,95,-3.7,-45.5,76.09,1.5
500,maceio,75,BR,1544313600,83,-9.67,-35.74,78.8,4.7
501,kichmengskiy gorodok,48,RU,1544316855,88,59.99,45.81,14.66,5.75
502,eureka,90,US,1544315700,67,40.8,-124.16,62.96,6.93
503,trairi,32,BR,1544316856,98,-3.28,-39.27,82.16,10.45
504,joshimath,0,IN,1544316856,100,30.57,79.57,-4.2,0.72
505,foz do iguacu,0,BR,1544313600,68,-25.55,-54.59,75.2,1.12
506,teguldet,76,RU,1544316857,74,57.31,88.17,-6.49,2.73
507,burnie,88,AU,1544316615,97,-41.05,145.91,60.79,12.91
508,kupino,0,RU,1544316858,68,54.36,77.31,-15.0,2.84
509,san isidro,76,PH,1544316859,100,16.74,121.63,71.59,3.06
510,rassvet,90,MD,1544315400,94,47.2,28.43,33.8,1.12
511,saint-pierre,88,FR,1544315400,76,48.95,4.24,50.0,26.4
512,taua,0,SL,1544316861,69,8.79,-12.72,74.29,3.51
513,krasnoye,0,RU,1544315400,100,44.87,39.46,24.8,4.47
514,bandundu,92,CD,1544316861,99,-3.32,17.38,71.54,1.72
515,locri,20,IT,1544313300,62,38.24,16.26,59.0,9.17
516,miri,0,NG,1544316862,59,10.31,9.75,59.75,3.74
517,gamba,36,CN,1544316862,67,28.28,88.52,-7.3,0.94
518,kendari,20,ID,1544316863,98,-3.99,122.52,80.0,3.4
519,constitucion,20,MX,1544312760,27,23.99,-104.67,64.4,10.29
520,acajutla,0,SV,1544313000,61,13.59,-89.83,78.8,2.24
521,gizo,40,IL,1544314800,82,31.8,34.94,57.2,4.7
522,gao,0,ML,1544316864,65,16.28,-0.04,58.36,4.41
523,abha,0,SA,1544313600,87,18.22,42.5,55.4,4.7
524,juiz de fora,76,BR,1544316865,87,-21.76,-43.35,61.33,4.52
525,kirkkonummi,75,FI,1544314800,93,60.12,24.44,39.2,16.11
526,bonthe,0,SL,1544316648,76,7.53,-12.5,80.54,5.19
527,ravar,0,IR,1544316865,71,31.27,56.81,29.69,2.95
528,swellendam,32,ZA,1544313600,77,-34.02,20.44,59.0,3.36
529,kamina,92,CD,1544316866,100,-8.74,25.0,66.68,4.63
530,traverse city,75,US,1544315700,68,44.76,-85.62,28.76,9.17
531,daru,0,SL,1544316867,71,7.99,-10.85,72.98,3.18
532,shubarkuduk,8,KZ,1544316867,78,49.15,56.49,14.21,3.74
533,portland,75,US,1544313360,64,45.52,-122.67,42.98,10.29
534,kagadi,92,UG,1544316867,100,0.95,30.8,74.74,5.08
535,miraflores,32,CO,1544316594,93,5.2,-73.14,52.1,1.95
536,hengshui,80,CN,1544316868,47,37.73,115.7,16.55,7.99
537,pacific grove,1,US,1544314500,51,36.62,-121.92,64.04,3.36
538,rorvik,92,NO,1544316868,100,64.86,11.24,33.43,11.01
539,rabaul,48,PG,1544316869,100,-4.2,152.17,82.88,3.74
540,jieshi,92,CN,1544316869,100,22.82,115.83,58.94,12.46
541,vankleek hill,75,CA,1544315400,92,45.52,-74.65,15.98,3.36
542,sereflikochisar,8,TR,1544316869,100,38.94,33.54,24.74,4.07
543,mehran,75,IR,1544313600,87,33.12,46.17,44.6,2.24
544,bambanglipuro,92,ID,1544316584,100,-7.95,110.28,73.93,3.96
545,tsaratanana,80,MG,1544316870,88,-16.8,47.65,69.92,2.73
